500000 28
1000000 52
1500000 80
2000000 104
2500000 133
3000000 160
3500000 188
4000000 220
4500000 240
5000000 269
5500000 292
6000000 320
6500000 353
7000000 372
7500000 400
8000000 425
8500000 460
9000000 497
9500000 6797
10000000 5024
