250000 20
500000 44
750000 60
1000000 84
1250000 104
1500000 140
1750000 160
2000000 164
2250000 189
2500000 208
2750000 240
3000000 280
3250000 273
3500000 288
3750000 316
4000000 329
4250000 352
4500000 372
4750000 389
5000000 448
