250000 24
500000 40
750000 64
1000000 80
1250000 104
1500000 128
1750000 173
2000000 168
2250000 188
2500000 208
2750000 228
3000000 253
3250000 268
3500000 292
3750000 320
4000000 333
4250000 352
4500000 373
4750000 392
5000000 420
