250000 20
500000 40
750000 64
1000000 84
1250000 104
1500000 144
1750000 144
2000000 168
2250000 189
2500000 208
2750000 228
3000000 248
3250000 269
3500000 292
3750000 312
4000000 332
4250000 353
4500000 372
4750000 405
5000000 416
