250000 12
500000 29
750000 40
1000000 52
1250000 68
1500000 92
1750000 92
2000000 112
2250000 140
2500000 140
2750000 148
3000000 161
3250000 176
3500000 188
3750000 196
4000000 212
4250000 229
4500000 240
4750000 252
5000000 264
