250000 20
500000 40
750000 64
1000000 85
1250000 104
1500000 144
1750000 152
2000000 168
2250000 184
2500000 209
2750000 232
3000000 272
3250000 276
3500000 293
3750000 316
4000000 328
4250000 353
4500000 368
4750000 392
5000000 413
