250000 24
500000 40
750000 60
1000000 89
1250000 116
1500000 136
1750000 144
2000000 168
2250000 188
2500000 208
2750000 229
3000000 252
3250000 284
3500000 293
3750000 308
4000000 332
4250000 353
4500000 372
4750000 392
5000000 413
